,location,date,hour,measurement
582,papar_pujung,2022-06-30,2,8.0
583,papar_pujung,2022-07-01,6,8.1
584,papar_pujung,2022-07-01,10,8.3
585,papar_pujung,2022-07-01,14,8.3
586,papar_pujung,2022-07-01,18,8.3
587,papar_pujung,2022-07-01,22,8.4
588,papar_pujung,2022-07-01,2,8.45
589,papar_pujung,2022-07-02,6,8.5
590,papar_pujung,2022-07-02,10,8.4
591,papar_pujung,2022-07-02,14,8.3
592,papar_pujung,2022-07-02,18,8.2
593,papar_pujung,2022-07-02,22,8.1
594,papar_pujung,2022-07-02,2,7.8
595,papar_pujung,2022-07-03,6,7.5
596,papar_pujung,2022-07-03,10,7.2
597,papar_pujung,2022-07-03,14,7.0
598,papar_pujung,2022-07-03,18,6.8
599,papar_pujung,2022-07-03,22,6.7
600,papar_pujung,2022-07-03,2,6.5
601,papar_pujung,2022-07-04,6,6.3
602,papar_pujung,2022-07-04,10,6.3
603,papar_pujung,2022-07-04,14,6.4
604,papar_pujung,2022-07-04,18,6.7
605,papar_pujung,2022-07-04,22,6.8
606,papar_pujung,2022-07-04,2,6.95
607,papar_pujung,2022-07-05,6,7.1
608,papar_pujung,2022-07-05,10,7.2
609,papar_pujung,2022-07-05,14,7.3
610,papar_pujung,2022-07-05,18,7.4
611,papar_pujung,2022-07-05,22,7.3
612,papar_pujung,2022-07-05,2,7.25
613,papar_pujung,2022-07-06,6,7.2
614,papar_pujung,2022-07-06,10,7.1
615,papar_pujung,2022-07-06,14,7.0
616,papar_pujung,2022-07-06,18,6.9
617,papar_pujung,2022-07-06,22,6.7
618,papar_pujung,2022-07-06,2,6.55
619,papar_pujung,2022-07-07,6,6.4
620,papar_pujung,2022-07-07,10,6.3
621,papar_pujung,2022-07-07,14,6.2
622,papar_pujung,2022-07-07,18,6.1
623,papar_pujung,2022-07-07,22,6.0
624,papar_pujung,2022-07-07,2,5.7
625,papar_pujung,2022-07-08,6,5.4
626,papar_pujung,2022-07-08,10,5.3
627,papar_pujung,2022-07-08,14,5.3
628,papar_pujung,2022-07-08,18,5.2
629,papar_pujung,2022-07-08,22,5.2
630,papar_pujung,2022-07-08,2,5.1
631,papar_pujung,2022-07-09,6,5.0
632,papar_pujung,2022-07-09,10,5.0
